"name","financial_impact","probability","age","employees","annual_revenue","corax_score","vulnerabilities","threats_to_industry","pagerank","max_records","asset_count","asset_locations"
"U.S. Securities and Exchange Commission",1518921,0.631675,84,3630,544500000,368,NULL,NULL,0.000000682982,7560953,24,1
"Swisscom",21667899,0.698933,20,11800,11447000000,301,436,31,0.000199221,311734919,341,3
"Pakistan International Airlines",3778706,0.609388,72,15000,2250000000,391,49,3,0.000000682982,34969377,34,4
"MFS Investment Management",1155400,0.533636,94,2240,336000000,466,28,64,0.000000682982,4665776,26,3
"California Check Cashing Stores",1229089,0.676702,NULL,810,402329000,323,52,NULL,0.000000682982,4655680,9,3
"Tanzania Met Agency",389975,0.258679,NULL,100,15000000,741,NULL,27,0,136138,2,2
"Xcel Energy",9502424,0.424984,18,8680,11404000000,575,40,7,0.000000682982,129663002,41,9
"Dcasr Dallas Federal Credit Union",411528,0.237998,NULL,100,15000000,762,NULL,NULL,0,138864,1,1
"Compagnie Parento",69380,0.352749,NULL,10,1500000,647,NULL,NULL,0.000000794081,11133,3,1
"DiscountMugs",121863,0.469098,25,50,7500000,531,102,12,0.000000682982,76578,107,6
"Carol Milgard Breast Center",172229,0.262852,NULL,45,5000000,737,34,10,0,33080,2,1
"FSV Payment Systems",718462,0.711681,19,350,75000000,288,17,12,0.000000682982,850862,12,5
"International SOS",2025262,0.619705,33,7870,1180500000,380,7,10,0.00000079679,12271697,85,8
"Zimbra",715988,0.598978,14,320,140027000,401,NULL,19,0.000000682982,1585794,4,NULL
"Pierce County Housing Auth",40340,0.184582,NULL,5,750000,815,NULL,1,0,4394,6,3
"North South University",717234,0.412649,26,751,112650000,587,167,18,0.000000682982,1316233,11,3
"LabRoots",179173,0.359842,9,30,4500000,640,NULL,19,0.000000682982,38967,1,1
"UChicago Medicine",1645589,0.531147,91,5540,831000000,469,NULL,18,0.000000790539,10591783,28,2
"Lourdes Health System",664111,0.59076,NULL,632,94800000,409,14,10,0.000000682982,895982,15,4
"Episerver",678482,0.715661,24,650,97500000,284,789,NULL,0.000000682982,1214598,74,7
"Dotson Timothy CPA",379683,0.514868,NULL,100,15000000,485,NULL,12,0,136138,3,1
"ABC Domain",391758,0.368319,NULL,100,15000000,632,300,19,0,135899,26,1
"Airstream",477665,0.563965,87,210,35000000,436,72,20,0.000000682982,396373,29,7
"HTC",4267106,0.774278,21,8730,1309500000,226,67,19,0.000000794081,36006619,96,9
"Olson & White Orthodontics",77872,0.668602,NULL,100,15000000,331,NULL,10,0.000000784507,113416,3,2
"St Anthony's Medical Center",126977,0.698606,118,100,15000000,301,0,8,0,127592,NULL,NULL
"American Express",33139604,0.78343,168,64210,33470000000,217,527,19,0.000000794081,429299348,399,39
"Midwest Supplies",128031,0.600317,23,45,5000000,400,NULL,12,0.000000682982,43441,20,4
"Flow Traders",621860,0.571025,14,365,75000000,429,NULL,NULL,0.000000682982,867897,6,NULL
"Tim Sharp",258255,0.475852,59,31,4650000,524,5,NULL,0.000000682982,93000,6,3
"St. Paul College Pasig",109554,0.741736,47,100,15000000,258,0,16,0.00000192142,143398,NULL,NULL
"University of Mississippi Medical Center",1360762,0.494649,63,4010,601500000,505,722,18,0.000000682982,7027904,92,8
"Pinterest",1547824,0.673098,8,2340,351000000,327,51,19,0.000000794081,8774919,104,10
"Atlantic Canada Opportunities Agency",133204,0.478972,30,300,45000000,521,0,77,0,408414,NULL,NULL
"Hope Community Resources",794717,0.333694,50,810,200000000,666,73,NULL,0.000000682982,2147964,23,5
"Missouri Credit Union",405870,0.289107,NULL,100,15000000,711,NULL,33,0,138864,2,1
"Crystal &",651403,0.595199,NULL,620,75000000,405,NULL,13,0.000000682982,850862,10,4
"Foxtons",816606,0.537041,37,1280,192000000,463,NULL,1,0,2062046,17,1
"TK Maxx",28168115,0.664585,24,3500,33183744000,335,5,12,0.000000682982,366627697,20,3
"Kenpo.dk",372941,0.669506,NULL,100,15000000,330,NULL,NULL,0,130322,4,NULL
"Pret A Manger USA",2300375,0.697198,32,3140,1151080000,303,56,12,0.000000682982,13749601,68,8
"U.S. Department of Energy",1515728,0.51181,41,5070,760500000,488,42,67,0.00000102946,9603715,204,12
"Hancock Regional Hospital",360485,0.516816,67,100,15000000,483,21,NULL,0.000000682982,127592,13,4
"Allscripts",3092241,0.702219,36,8900,1806342000,298,74,NULL,0.000000682982,22496861,104,11
"BB&T",14878140,0.718659,146,24550,11317000000,281,33,64,0.000000682982,155659560,253,11
"Plateau",385712,0.391179,NULL,100,15000000,609,225,NULL,0.000000682982,135899,25,2
"Tribe Wellness",21394,0.328035,NULL,5,500000,672,NULL,NULL,0,2835,1,1
"Bell Helicopter",2287590,0.718397,83,6630,994500000,282,28,28,0.000000682982,13514169,57,5
"Emory University",2467228,0.551008,182,11400,1710000000,449,409,18,0.000000682982,21791715,145,12
"Brookdale University Hospital and Medical Center",1112179,0.769725,97,1500,225000000,230,153,10,0.000000682982,2551840,34,3
"Clearvision",488439,0.720883,21,150,35000000,279,5,19,0.000000682982,357362,46,6
"Toyota",86891721,0.926841,80,369124,264700000000,73,1192,2,0.00000370616,988930644,1974,54
"Canon",28734202,0.710336,81,197670,28250000000,290,26,NULL,0.000000682982,347597954,18,5
"Hitachi",29064852,0.606391,108,303890,78261000000,394,199,NULL,0.00000178841,758202963,354,20
"Horsham District Council",565874,0.624299,NULL,330,49500000,376,7,67,0.000000682982,454317,13,1
"Foundations Recovery Network",633123,0.594652,23,460,69000000,405,NULL,8,0.000000682982,717353,7,2
"Swimsuits For All",88833,0.492691,14,40,5000000,507,180,NULL,0.000000682982,38010,20,7
"Johns Hopkins Medicine",4795870,0.643723,129,26430,3964500000,356,201,NULL,0.000000682982,44910666,158,17
"Talawanda School District",530618,0.46879,61,210,31500000,531,NULL,NULL,0,301136,4,1
"Argotec",485376,0.62437,29,150,22500000,376,1162,NULL,0.000000682982,250501,37,NULL
"Mobile Nations",359971,0.519357,NULL,100,15000000,481,NULL,NULL,0.000000682982,300000,7,3
"AARP",2804829,0.776771,60,5500,825000000,223,143,40,0.000000682982,22686342,166,22
"Sacramento Regional Transit",673613,0.528296,45,390,75000000,472,7,12,0.000000682982,1166088,12,4
"The Advocator Group",429405,0.628811,16,210,35000000,371,85,2,0.000000682982,317655,23,7
"Commerce Street Holdings",147787,0.356215,11,45,5000000,644,28,69,0.000000794081,40502,5,2
"Rocky Mountain Spine Clinic, PC",316051,0.52459,NULL,100,15000000,475,34,10,0.000000682982,113416,9,2
"Sound Physicians",920185,0.502462,17,1690,253500000,498,NULL,12,0.000000682982,2875901,31,8
"Genesis Health System",936966,0.64135,149,1380,207000000,359,NULL,10,0.000000682982,2347694,29,4
"M&T Bank",6669493,0.554775,162,26560,5632187000,445,99,64,0.000000794081,78025015,204,13
"ITAdvice",35539,0.289107,NULL,5,750000,711,NULL,NULL,0,5096,7,NULL
"Clark Memorial Hospital",771402,0.562482,NULL,515,75000000,438,NULL,10,0.000000682982,1874999,13,2
"Combined Insurance",1971214,0.623153,96,4410,926600000,377,11,2,0.000000682982,12613734,27,4
"Dillard's",8778496,0.685729,80,40000,6422676000,314,12,12,0.000000794081,83443326,74,3
"FrontView Magazine",277187,0.365131,NULL,30,5000000,635,NULL,NULL,0,87500,14,NULL
"Intercessors For America",362272,0.434862,44,100,15000000,565,NULL,19,0.000000682982,152887,5,4
"Alabama Title Loans",356078,0.524074,NULL,100,15000000,476,NULL,NULL,0.000000682982,138864,15,2
"Viber",703640,0.678043,8,450,75000000,322,NULL,31,0.000000794081,1874999,41,9
"Yog Power Studio Pvt",228907,0.41899,NULL,10,5000000,581,35,NULL,0.000000682982,75000,9,1
"Canonical",600340,0.566669,14,610,125970000,433,187,19,0.000000967502,1426600,78,5
"Harbor Freight Tools",2110436,0.67704,41,5770,865500000,323,NULL,12,0.000000682982,11776610,156,8
"Lakeland",888051,0.269103,55,700,200000000,731,16,12,0.000000794081,2389222,3719,3
"Taylor & Francis Group",881212,0.746562,NULL,1500,225000000,253,23,NULL,0.0000017884,5624979,295,17
"Federal Emergency Management Agency",2543074,0.557965,39,11910,1786500000,442,125,77,0.000000794081,22288963,62,6
"Temasek Polytechnic",854587,0.500172,28,1421,213150000,500,NULL,18,0.000000682982,2490496,15,2
"RAK Petroleum",393226,0.207282,12,100,15000000,793,30,NULL,0,137768,11,2
"Wild Wing Cafe",654679,0.528172,28,505,75000000,472,5,6,0.000000682982,895960,6,1
"Sentry",1259213,0.531797,114,2970,445500000,468,NULL,2,0.00000103907,6064857,40,3
"Shred-it",2002732,0.752081,30,5000,750000000,248,141,19,0.000000682982,9342673,137,7
"Bishop Verot Catholic High School",570840,0.437975,56,90,35000000,562,NULL,18,0.000000682982,334595,6,2
"MemorialCare Health System",2151211,0.563924,13,10000,1500000000,436,35,35,0.000000682982,17014378,54,5
"Harris County Human Resources & Risk Management",1316489,0.393708,181,3640,546000000,606,97,77,0.000000794081,7432968,55,4
"UF Health Jacksonville",1106206,0.497986,148,2500,375000000,502,49,10,0.000000682982,4253038,17,1
"UF Health",843320,0.349638,NULL,1500,225000000,650,306,10,0.000000682982,2126533,23,1
"Eddie Merlot's",459347,0.527235,NULL,210,31500000,473,5,6,0.000000682982,273675,3,2
"Moray Council",817427,0.53139,NULL,1000,200000000,469,NULL,1,0.000000682982,1952695,14,1
"Assens Kommune",717410,0.622222,NULL,750,112500000,378,NULL,67,0,1032537,23,1
"Sun Life Financial U.S.",397934,0.695792,NULL,100,15000000,304,NULL,NULL,0.000000682982,138864,12,1
"Lincoln Centre Clinic",356941,0.659535,NULL,100,15000000,340,5,10,0.000000682982,113416,3,2
"RCR Technology",544658,0.525981,NULL,120,35000000,474,21,12,0,317655,5,1
"CNN",4904920,0.889044,38,7090,1063500000,111,292,NULL,0.000000794081,29243769,478,29
"Montana State University",1510259,0.652307,125,3430,514500000,348,770,18,0.000000682982,6557938,56,8
"Il Giulia Trieste",360724,0.487797,NULL,100,15000000,512,56,NULL,0,130322,3,NULL
"PowerAdvocate",441630,0.457789,19,160,24000000,542,44,NULL,0.000000682982,220428,24,5
"Citibank",30156476,0.616933,206,219000,71449000000,383,14,NULL,0.000000682982,731453637,66,6
"NPEI",200935,0.14868,NULL,20,5000000,851,21,NULL,0.000000682982,43297,11,2
"Florida Department of Education",971069,0.70208,53,1300,195000000,298,15,NULL,0.000000794081,2278428,34,4
"Group 1 Automotive",11567526,0.512001,21,14200,11123721000,488,39,NULL,0.000000682982,149976533,59,5
"University of Illinois",1100345,0.39519,151,2380,357000000,605,318,18,0.000000985216,4550453,45,4
"Manaseer Group",2077396,0.477945,19,10000,1500000000,522,34,NULL,0.000000682982,18552520,9,2
"West Coast District Health Board",642029,0.574197,NULL,630,75000000,426,7,10,0.000000682982,708847,9,3
"Madvapes",452699,0.574815,9,120,35000000,425,31,12,0.000000682982,304084,29,3
"Lincoln National",20304792,0.754863,113,8180,14257000000,245,NULL,2,0.00000247289,191186220,48,5
"Apria Healthcare",1773597,0.669473,26,5510,826500000,331,3,10,0.000000682982,8592205,35,8
"Preston University",313714,0.581278,34,100,15000000,419,NULL,18,0.000000773086,143398,14,1
"CORESense",186408,0.391348,17,20,5000000,609,NULL,19,0.00000281893,39637,18,3
"Worknet Solutions Ltd",376556,0.295004,NULL,100,15000000,705,5,23,0.000000682982,135899,2,NULL
"29 Bedford Row",526632,0.586106,NULL,75,35000000,414,5,8,0.000000682982,317655,6,1
"Polaris Industries",7299097,0.746269,64,11000,4719000000,254,119,28,0.000000825242,64106652,146,9
"Victorinox AG",1375650,0.592588,134,1850,572937000,407,89,NULL,0.00000102377,7466421,98,7
"MGF Compressors",190406,0.301688,NULL,10,5000000,698,117,NULL,0,37111,6,NULL
"Interior Health",3705744,0.672598,NULL,19200,2880000000,327,65,10,0.000000682982,27202811,48,2
"North Atlantic Telec",346202,0.476024,NULL,100,15000000,524,35,14,0.000000682982,136138,6,3
"SynerMed",628264,0.478706,NULL,360,75000000,521,NULL,21,0.000000682982,850862,17,2
"Hetzner Online AG",593410,0.425062,21,200,35000000,575,72,NULL,0.00807655,356735,162,NULL
"Arlington Independent School District",185393,0.730148,115,3750,562500000,270,43,0,0.00000192266,6572250,NULL,NULL
"Preferred Family Healthcare",643371,0.631167,39,600,75000000,369,42,12,0.000000682982,935948,23,4
"Independence Care System",506471,0.659267,18,270,35000000,341,NULL,10,0.000000682982,297716,29,5
"University of Massachusetts Amherst",1937957,0.521892,155,7500,1125000000,478,507,18,0.000000682982,14338438,99,13
"Champlain College",758130,0.448941,140,1270,190500000,551,191,18,0.000000682982,2428199,77,9
"Rothamsted Research",729501,0.710336,175,450,75000000,290,347,12,0.000000682982,1021035,21,4
"RentPath",980135,0.789955,29,1210,181500000,210,7,19,0.000000682982,2261017,51,9
"Albany International Airport",72042,0.322879,100,100,15000000,677,NULL,1,0,162902,4,1
"Compound Semiconduct",88090,0.349338,23,6,900000,651,NULL,NULL,0.000000794081,15750,3,1
"Target Marketing",519588,0.592891,9,120,35000000,407,NULL,12,0.000000682982,317655,6,4
"Beachbody",4000578,0.892947,20,8650,1297500000,107,NULL,NULL,0.000000682982,35676745,437,10
"Powder Blue",345632,0.334441,22,100,15000000,666,258,28,0.000000682982,153155,23,4
"Thunder Bay Regional Health Sciences Centre",810661,0.587597,14,1250,187500000,412,10,10,0.000000682982,1772113,9,2
"Intercontinental Exchange",7344782,0.724176,18,4952,5834000000,276,126,12,0.000000981161,66017321,419,16
"Callaway Gardens",819174,0.343889,66,330,75000000,656,67,1,0.000000682982,2062499,12,6
"Oxford Health NHS Foundation Trust",1327647,0.490286,NULL,2500,375000000,510,NULL,10,0.000000682982,9374901,18,3
"Caterpillar",12006005,0.643508,92,95400,14310000000,356,5928,NULL,0.00000115718,195717091,265,9
"Discover",13919737,0.769162,33,15600,10497000000,231,NULL,19,0.00000207301,132524613,162,17
"GreenFunStore",27059,0.27026,18,5,500000,730,NULL,12,0.000000682982,3258,4,3
"FarmFunStore.com",29443,0.246474,NULL,5,500000,754,NULL,12,0,3258,104,NULL
"SilverScript Insurance",159094,0.350611,NULL,10,5000000,649,14,NULL,0.000000682982,33975,16,3
"Erie County, NY",1082073,0.52399,NULL,2750,412500000,476,11,67,0.000000682982,3785924,37,2
"The Edgewood Centre",497415,0.580022,NULL,120,35000000,420,NULL,10,0.000000682982,264636,7,3
"Tata Housing Development",853291,0.543077,34,810,200000000,457,62,1,0.000000682982,2147964,24,9
"Bose",8810680,0.883542,54,7980,3800000000,116,45,NULL,0.000000682982,45346249,153,13
"StrongholdCounseling",340115,0.238865,NULL,100,15000000,761,NULL,35,0.000000682982,136138,6,4
"Delta Dental Insurance",458262,0.376278,63,160,24000000,624,23,2,0.00000311529,245048,27,5
"Cash Store",968824,0.702265,22,660,200000000,298,46,NULL,0.000000682982,2545824,17,4
"Goldner Associates",546112,0.636065,67,90,35000000,364,NULL,12,0.000000682982,357362,9,4
"Taipei Zoo",253341,0.394738,NULL,75,11250000,605,170,67,0.000000682982,82603,58,NULL
"PHH",1235720,0.550938,72,3500,456000000,449,7,NULL,0.000000794081,5804407,16,4
"Dent Neurologic Institute",540868,0.584393,55,240,35000000,416,60,8,0.000000682982,297716,7,2
"VcareTechnology",528574,0.530039,15,150,35000000,470,NULL,12,0,317655,8,2
"Office of the Revenue Commissioner Ireland",1682512,0.469174,95,6007,901050000,531,34,77,0.000000794081,12265967,11,4
"Futures Fins",313365,0.675121,19,100,15000000,325,1,19,0.000000773086,137768,7,2
"Bloomberg",14910956,0.820872,37,20740,9000000000,179,21,19,0.00000175831,121728691,208,17
"Regional One Health",918969,0.536934,189,1500,225000000,463,NULL,NULL,0,2551840,17,1
"Chicago Mayor's Office",1946740,0.519371,181,8840,1326000000,481,8,67,0.000000682982,14602290,56,10
"Columbia University",3302825,0.59075,NULL,17680,2652000000,409,393,18,0.000000682982,28154888,171,21
"Sedgwick",3527610,0.503526,49,21000,3150000000,496,115,13,0.000000682982,39280618,57,7
"MSI - Micro-star International CO.",10371869,0.756848,32,1180,3400000000,243,56,NULL,0.000000682982,93419020,991,13
"Mopar",105514,0.415523,81,15,2250000,584,330,12,0.000000682982,20421,87,7
"Reputation.com",473110,0.638033,12,380,75000000,362,1,19,0.000000682982,849369,38,8
"Fort McClellan Credit Union",347803,0.514169,NULL,100,15000000,486,7,19,0.000000682982,138864,5,3
"Police College",648876,0.46879,NULL,630,94500000,531,NULL,67,0,867331,21,NULL
"WorldVentures",949008,0.739104,13,730,200000000,261,2084,1,0.000000682982,2172020,795,7
"Revana",2553045,0.663545,36,50000,1477365000,336,296,28,0.000000682982,18433488,164,12
"Cascade Medical Center",594936,0.821698,NULL,100,15000000,178,7,NULL,0.000000682982,300000,7,3
"Upstate Medical University",1470147,0.655497,184,3260,489000000,345,59,18,0,6232921,68,4
"Hudson Valley Foie Gras",176791,0.364649,NULL,15,5000000,635,7,NULL,0.000000794081,37111,9,3
"LivingSocial",824983,0.67384,9,1250,187500000,326,64,19,0.000000794081,2127151,104,9
"Ministry of Education of New Zealand",943477,0.5449,NULL,1750,262500000,455,28,NULL,0,2788280,27,NULL
"Lake Granbury Medical Center",335295,0.446978,NULL,100,15000000,553,3,10,0,113416,2,1
"Grifols Sa",7312812,0.678997,78,7290,4776970000,321,14,8,0.00000125202,70790716,68,7
"WestCoast Children's Clinic",538412,0.627331,39,150,35000000,373,NULL,8,0.000000682982,297716,18,4
"Alfa Banking Group",111641,0.376595,28,100,15000000,623,NULL,12,0.00000178839,153155,3,0
"Jacobs",9161650,0.342652,71,43800,10964157000,657,235,1,0.000000794081,147863783,90,16
"NYSEG",987111,0.669891,166,1250,187500000,330,NULL,7,0.000000682982,2583138,7,1
"Rochester Gas and Electric",727069,0.690992,114,420,63000000,309,NULL,NULL,0.000000682982,935205,9,1
"Central Maine Power",978744,0.617443,NULL,870,200000000,383,NULL,7,0.000000682982,2474079,8,1
"Fannie Mae",39599750,0.720714,80,7000,109860000000,279,NULL,NULL,0.00000175831,859629245,54,5
"Schneck Medical",678503,0.64268,NULL,480,75000000,357,7,10,0,708847,19,5
"VisitEngland",456999,0.433218,NULL,75,35000000,567,NULL,1,0.000000682982,304084,25,3
"Australia Post",7255720,0.634523,209,26410,4910800000,365,6,21,0.000000794081,83143158,87,13
"SAN JOSE MEDICAL SUPPLY",79061,0.353959,NULL,100,15000000,646,60,10,0.00000178841,130322,12,1
"Wawa",14208954,0.789888,54,7200,9080000000,210,21,14,0.000000682982,122797516,40,8
"Canterbury District Health Board",971477,0.450137,NULL,2250,337500000,550,14,NULL,0.00000125202,3189785,6,1
"Lagoon Leisure Centre",307321,0.305551,NULL,100,15000000,694,NULL,27,0.000000682982,136138,8,NULL
"IIROC",633893,0.518483,NULL,330,75000000,482,28,NULL,0.000000682982,867897,20,3
"Treasure Island Foods",548501,0.598837,55,75,35000000,401,NULL,12,0.000000682982,389669,7,1
"Freeport Braintree",38434,0.295198,19,6,900000,705,7,NULL,0.00000178841,6842,4,1
"Talent2",765040,0.431848,15,660,200000000,568,42,12,0.000000682982,2268960,55,8
"Midwest BankCentre",737975,0.689806,112,270,75000000,310,NULL,NULL,0.000000794081,1041476,13,4
"Kirkwood Community College",868346,0.47398,52,1420,213000000,526,102,18,0.000000682982,2488743,110,4
"ChicagoVPS",21485,0.419067,8,5,500000,581,195,19,0.000000794081,3397,27,3
"Arab World Forum",311624,0.48009,12,100,15000000,520,5,NULL,0.00000178841,130322,11,NULL
"Pembrokeshire County Council",1398479,0.906385,113,860,129000000,94,NULL,NULL,0,1914941,44,NULL
"Geneva Park District",327394,0.908501,65,100,15000000,91,7,NULL,0.000000773086,146612,7,2
"Harmonix Music Systems",302628,0.599499,23,110,16500000,401,NULL,NULL,0.000000682982,371250,49,9
"Erlanger Health System",1054797,0.512477,NULL,2700,405000000,488,8,10,0.000000682982,3827728,26,5
"Olive Garden",15051046,0.607237,36,92000,13800000000,393,34,6,0.000000682982,162541811,40,6
"First National Bank Choctaw",401264,0.245278,NULL,100,15000000,755,NULL,15,0,138864,1,1
"National Supervisory Authority for Welfare and Health",169628,0.233952,NULL,30,5000000,766,34,67,0,32123,6,NULL
"Glens Falls Hospital",869632,0.323936,121,1500,225000000,676,32,10,0.000000682982,2551840,4,2
"Scribd",543098,0.853529,11,160,35000000,146,53,19,0.000000682982,700000,67,11
"European Union of the Deaf",346416,0.352103,33,100,15000000,648,5,27,0.000000682982,153155,4,NULL
"Shoplet",161218,0.446088,24,50,5000000,554,7,NULL,0.000000682982,45379,28,8
"Vodafone New Zealand",33917638,0.678634,27,111560,50207700000,321,47,17,0.000000682982,1167840554,46,7
"Rollins",3042510,0.71749,70,1500,1673957000,283,12,14,0.000000682982,21135472,61,10
"OrthoCare Medical Equipment",135439,0.367718,NULL,15,5000000,632,19,8,0.000000682982,28354,4,2
"Blanchards Liquors - Allston",312021,0.435491,NULL,100,15000000,565,10,NULL,0.000000682982,148445,7,4
"Texas Tech University Health Sciences Center",1286479,0.39728,49,3660,549000000,603,140,18,0.000000682982,6414525,41,2
"Dead River",809636,0.690172,NULL,930,139500000,310,NULL,NULL,0.000000682982,1601547,11,2
"OCS - Overseas Courier Service",383618,0.298925,NULL,100,15000000,701,NULL,14,0.000000682982,136138,2,1
"Schnucks",1160739,0.639856,79,1850,277500000,360,44,12,0.000000794081,4119331,20,6
"Hefei University of Technology",582992,0.295373,73,210,35000000,705,270,18,0.000000794081,334595,40,2
"Latin American Festival",560886,0.340321,NULL,100,15000000,660,NULL,25,0,300000,3,NULL
"Tennis Express",505272,0.493615,NULL,75,35000000,506,7,NULL,0.000000682982,304084,18,3
"Henley Standard",80998,0.278516,133,100,15000000,721,1,NULL,0.00000178841,375000,6,NULL
"Lyons & Lyons, PC",390714,0.7094,NULL,100,15000000,291,NULL,NULL,0.000000682982,138864,4,2
"ugogurl",368471,0.519072,NULL,100,15000000,481,330,19,0,135899,3,1
"Brandywine Living",895305,0.677554,NULL,1000,200000000,322,NULL,10,0.000000682982,1890253,16,3
"Salem State University",1040024,0.621291,164,1820,273000000,379,294,18,0.000000682982,3479772,48,6
"Shaw Communications",3399177,0.637906,52,6730,1009500000,362,96,17,0.000000967502,27759128,80,9
"American Red Cross",3883682,0.632416,137,25690,2714189000,368,260,27,0.000000682982,36930023,156,14
"Tribune Broadcasting",5821488,0.699736,171,6000,1848959000,300,64,NULL,0.0000010115,55454552,61,9
"Volume",314995,0.310505,NULL,100,15000000,689,NULL,NULL,0.000000682982,130322,1,2
"AcademyWomen",386872,0.696601,15,100,15000000,303,6,NULL,0.000000682982,136138,5,2
"Hallmark Health",166720,0.905414,NULL,100,159600000,95,NULL,10,0.00000178841,3590993,16,2
"Baystate Health",2925606,0.621072,135,12000,1800000000,379,12,NULL,0.000000682982,23452185,20,6
"Smart & Final",1248803,0.71028,147,1990,298500000,290,31,12,0.000000682982,4431060,23,6
"Stanley Black & Decker",15043925,0.620815,175,57765,12747200000,379,338,19,0.000000682982,186953241,105,10
"Hilton Head Island Recreation Center",368303,0.464549,41,100,15000000,535,NULL,NULL,0.000000682982,146612,3,1
"University of Naples Federico II",1346343,0.445174,794,4250,637500000,555,1227,18,0.000000682982,8125638,55,2
"Kaunas University of Technology",775470,0.712942,95,690,103500000,287,55,NULL,0.000000682982,1319260,35,4
"Inova Health",3863674,0.722582,62,17400,2610000000,277,55,10,0.000000682982,27120815,75,12
"Lancaster General Health",1546756,0.629593,125,4250,637500000,370,28,10,0.00000113978,7230021,32,4
"Frontier Co-op",566246,0.524265,42,180,35000000,476,194,NULL,0.000000794081,389669,53,4
"Columbia County",375013,0.506366,NULL,100,15000000,494,NULL,NULL,0,130322,11,3
"Colorado Eagles",642078,0.652814,23,60,35000000,347,16,NULL,0.000000682982,787500,3,3
"Baymont Franchise Systems",323869,0.316641,45,120,18000000,683,NULL,1,0.000000682982,175934,25,4
"Intervention Services",509585,0.508712,17,75,35000000,491,NULL,8,0,264636,7,1
"Arizona Oncology",306795,0.654322,NULL,100,15000000,346,5,10,0.000000773086,113416,2,1
"Coastal Studies for Girls",152535,0.394791,NULL,15,5000000,605,NULL,27,0.000000682982,34034,5,2
"Evernote",533908,0.770739,10,560,75000000,229,20,19,0.000000682982,1874999,89,8
"Woodland Property Services",25239,0.302671,NULL,5,500000,697,81,12,0.000000794081,3403,3,1
"UNODC",944533,0.621129,26,990,200000000,379,NULL,NULL,0,2495856,36,1
"Northeast Health",1374149,0.621112,120,840,200000000,379,NULL,NULL,0,5999982,20,2
"Exel",24698595,0.419695,49,325000,48750000000,580,60,NULL,0.000000682982,646613648,183,10
"Greenstar Recycling",528343,0.459878,11,180,27000000,540,NULL,NULL,0,247982,2,1
"ClearForest",267852,0.367733,20,60,9000000,632,17,19,0.000000682982,91893,7,1
"ABC",2791907,0.722188,86,4200,630000000,278,28,NULL,0.000000682982,18899437,132,12
"TEKsystems",4358140,0.596504,35,22890,3357000000,403,27,12,0.00000178841,41857692,51,8
"Sovos",737244,0.752449,39,630,94500000,248,14,NULL,0.0000017884,1177226,52,11
"Metal Pro Roofing",142229,0.166149,NULL,10,5000000,834,17,1,0.000000682982,29291,5,2
"City of York Council",35813,0.535715,NULL,6,900000,464,97,29,0.00000178841,5864,46,1
"Equinox",2104036,0.613403,27,7830,1174500000,387,1,NULL,0.00000178841,14029295,162,14
"Mercedes Benz of Walnut Creek",190838,0.352654,NULL,30,5000000,647,NULL,NULL,0.000000682982,43297,9,1
"Q-See",205749,0.702656,13,76,11400000,297,67,19,0.000000682982,103283,565,7
"Genie CCTV",300496,0.303665,NULL,100,15000000,696,28,NULL,0.000000773086,136138,7,NULL
"C4 Advanced Solutions",506321,0.511404,NULL,210,35000000,489,NULL,19,0,317655,6,NULL
"NC Treasurer",142942,0.328723,NULL,100,15000000,671,21,12,0.00000180133,136138,NULL,2
"Professional Mail Services",123694,0.380109,NULL,100,15000000,620,42,12,0.00000180132,136138,NULL,2
"Crescent Healthcare",114733,0.275834,NULL,100,27000000,724,2612,10,0.0000017884,204148,1153,4
"RepublicBank&Trust",66769,0.552308,NULL,100,15000000,448,NULL,NULL,0.00000178122,136138,10,3
"The City of Edinburgh Council",1411808,0.645546,NULL,4030,604500000,354,110,67,0.000000682982,5548018,43,4
"Florida Hospital Medical Group",894446,0.639308,24,1000,200000000,361,141,NULL,0.000000682982,2079279,26,1
"mahweb.com",326253,0.353419,NULL,100,15000000,647,7421,12,0.00000225118,136138,18,2
"MedStar Good Samaritan Hospital",346425,0.495593,50,100,15000000,504,NULL,10,0.0000007575,127592,6,1
"EY",29848739,0.734508,29,254170,31400000000,265,79,12,0.00000594233,372545978,200,22
"Iron Horse Bicycle Classic",356965,0.599287,NULL,100,15000000,401,10,NULL,0.000000682982,130322,13,2
"International Plaza",145569,0.406559,NULL,10,5000000,593,NULL,NULL,0.000000794081,33975,6,2
"Family Health Enterprise",165146,0.332377,NULL,10,5000000,668,NULL,NULL,0.000000794081,32580,4,1
"Bankcap Partners",304465,0.350645,NULL,100,15000000,649,28,NULL,0.000000682982,138864,5,2
"Zalicus Incorporated",66026,0.322879,18,10,1500000,677,NULL,NULL,0,10192,103,NULL
"The Dalton School",658510,0.490033,99,360,75000000,510,127,18,0.000000682982,955986,22,3
"University of Guelph",1922267,0.632434,54,6150,922500000,368,42,NULL,0.000000682982,11511435,86,8
"Bashas' Grocery Stores",2279958,0.480512,86,1060,1362750000,519,12,12,0.00000148548,20226554,13,3
"AJ",570841,0.643598,NULL,60,35000000,356,10,NULL,0.000000682982,346372,5,2
"Food City",393164,0.519238,NULL,100,15000000,481,7,NULL,0.000000682982,148445,4,2
"Continente",136860,0.434454,8,28150,4717930,566,134,12,0.000000794081,46690,30,3
"Mondello Ristorante Italiano",363195,0.60911,NULL,100,15000000,391,30,6,0,130322,7,1
